,anime_name,anime_genre,character_name,character_mbti_type,character_enneagram_type
4289,Bishoujo Senshi Sailor Moon,Shoujo,Calaveras,ESTJ,2w3
4290,Bishoujo Senshi Sailor Moon,Shoujo,Rubeus,ENTJ,3w4
4291,Bishoujo Senshi Sailor Moon,Shoujo,Mimete,ENFP,7w8
4292,Bishoujo Senshi Sailor Moon,Shoujo,Tellu,ESTJ,XwX
4293,Bishoujo Senshi Sailor Moon,Shoujo,Viluy,INTJ,8w7
4294,Bishoujo Senshi Sailor Moon,Shoujo,Ikuko Tsukino,ISFJ,2w1
4295,Bishoujo Senshi Sailor Moon,Shoujo,CereCere,ESFP,3w2
4296,Bishoujo Senshi Sailor Moon,Shoujo,JunJun,ESTP,8w7
4297,Bishoujo Senshi Sailor Moon,Shoujo,Sailor Iron Mouse,ENFP,3w2
4298,Bishoujo Senshi Sailor Moon,Shoujo,Sailor Tin Nyanko,ESTJ,8w7
4299,Bishoujo Senshi Sailor Moon,Shoujo,Cyprine,ENTP,XwX
4300,Bishoujo Senshi Sailor Moon,Shoujo,Ptilol,ENTP,XwX
4301,Bishoujo Senshi Sailor Moon,Shoujo,Kenji Tsukino,ISFJ,9w1
4302,Bishoujo Senshi Sailor Moon,Shoujo,Perle,INFP,9w1
4303,Bishoujo Senshi Sailor Moon,Shoujo,Kakeru Ouzora,INFJ,XwX
4304,Bishoujo Senshi Sailor Moon,Shoujo,Himeko Nayotake,ESFJ,3w4
4305,Bishoujo Senshi Sailor Moon,Shoujo,Kisenian,ENTJ,XwX
4306,Bishoujo Senshi Sailor Moon,Shoujo,Princess Snow Kaguya,ISTJ,8w9
4307,Bishoujo Senshi Sailor Moon,Shoujo,Poupelin,ESFP,XwX
4308,Bishoujo Senshi Sailor Moon,Shoujo,Queen Badiane,ESTJ,XwX
4309,Bishoujo Senshi Sailor Moon,Shoujo,Chibi Chibi (Sailor Chibi Chibi Moon),ENFP,9w1
4310,Bishoujo Senshi Sailor Moon,Shoujo,Sailor Heavy Metal Papillon,ISFJ,XwX
4311,Bishoujo Senshi Sailor Moon,Shoujo,Sailor Chi,ENTP,XwX
4312,Bishoujo Senshi Sailor Moon,Shoujo,Sailor Phi,ESTJ,XwX
4313,Bishoujo Senshi Sailor Moon,Shoujo,Sailor Mnemosyne,ISFJ,XwX
4314,Bishoujo Senshi Sailor Moon,Shoujo,Orangeat,INTP,XwX
4315,Bishoujo Senshi Sailor Moon,Shoujo,Banane,INTP,XwX
4316,Bishoujo Senshi Sailor Moon,Shoujo,Yumiko,ESFP,XwX
4317,Bishoujo Senshi Sailor Moon,Shoujo,Kuri,ESTP,XwX
4318,Bishoujo Senshi Sailor Moon,Shoujo,Mie Sayama,ENFJ,2w1
4319,Bishoujo Senshi Sailor Moon,Shoujo,Yumemi Yumeno,ISFJ,9w1
4320,Bishoujo Senshi Sailor Moon,Shoujo,Kakusui Yakushiji,INFJ,XwX
4321,Bishoujo Senshi Sailor Moon,Shoujo,Masanori Tsuzuki,INTP,9w1
4322,Bishoujo Senshi Sailor Moon,Shoujo,Tsutomu Asai,INFJ,XwX
4323,Bishoujo Senshi Sailor Moon,Shoujo,Tsutomu's girlfriend,ESTP,XwX
4324,Bishoujo Senshi Sailor Moon,Shoujo,Mr. Aino,ISFP,XwX
4325,Bishoujo Senshi Sailor Moon,Shoujo,Mrs. Aino,INTP,XwX
4326,Bishoujo Senshi Sailor Moon,Shoujo,Tomoko Takase,INFJ,9w1
4327,Bishoujo Senshi Sailor Moon,Shoujo,Kaitou Ace,ENTP,XwX
4328,Bishoujo Senshi Sailor Moon,Shoujo,Hikaru Sorano,ISTJ,9w8
4329,Bishoujo Senshi Sailor Moon,Shoujo,Katarina,ISTJ,XwX
4330,Bishoujo Senshi Sailor Moon,Shoujo,Mayako,ISFJ,9w1
4331,Bishoujo Senshi Sailor Moon,Shoujo,Nanako Baba,ISFP,XwX
4332,Bishoujo Senshi Sailor Moon,Shoujo,Unazuki Furuhata,ESFJ,2w3
4333,Bishoujo Senshi Sailor Moon,Shoujo,Kurikazu Amano,ESTP,XwX
4334,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Subaru Natsuki,ENFP,7w6
4335,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Rem,ISFJ,2w1
4336,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Beatrice,INTP,5w6
4337,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Emilia,INFJ,1w2
4338,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Echidna,ENTP,5w4
4339,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Ram,ISTJ,6w5
4340,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Satella,INFJ,2w1
4341,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Petelgeuse Romanee-Conti,ENTP,6w7
4342,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Natsuki Subaru (Pride IF route),ENTP,3w4
4343,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Roswaal L. Mathers,ENTJ,3w2
4344,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Elsa Granhiert,ESTP,7w8
4345,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Pandora,ENFJ,3w2
4346,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Felt,ESTP,7w8
4347,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Rom,ISTJ,9w8
4348,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Cecilus Segmunt,ESFP,7w6
4349,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Natsuki Subaru (Gluttony IF),INFJ,XwX
4350,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Crusch Karsten,ENTJ,1w9
4351,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Felix Argyle,ENFP,7w6
4352,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Reinhard van Astrea,ENFJ,1w2
4353,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Puck,ENFJ,6w7
4354,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Arch,ISFJ,1w2
4355,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Frederica Baumann,ISFJ,6w7
4356,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Lye Batenkaitos,ESFP,7w8
4357,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Sekhmet,INTP,9w8
4358,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Carmilla,INFP,6w5
4359,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Capella Emerada Lugnica,ESTP,3w2
4360,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Mimi Pearlbaton,ENFP,7w8
4361,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Shion,ENFP,9w8
4362,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Natsuki Subaru (Wrath IF),INTJ,6w5
4363,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Louis Arneb,ENFJ,4w3
4364,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Natsuki Subaru (Lust IF),ESFP,XwX
4365,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Natsuki Subaru (Sloth IF),ENFJ,3w2
4366,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Natsuki Subaru (Greed IF),ESTJ,1w2
4367,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Alcor Subaru,INTJ,3w4
4368,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Regulus Corneas,ENTP,7w8
4369,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Anastasia Hoshin,ENTJ,3w4
4370,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Otto Suwen,ISFP,6w7
4371,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Garfiel Tinsel,ESFP,6w7
4372,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Priscilla Barielle,ESTJ,8w7
4373,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Minerva,ESFJ,1w2
4374,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Daphne,INTP,9w8
4375,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Natsuki Naoko,ENFJ,2w3
4376,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Liliana Masquerade,ENFP,7w6
4377,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Todd Fang,INTJ,5w6
4378,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Theresia Van Astrea,ESFJ,9w1
4379,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Petra Leyte,ENFP,7w6
4380,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Typhon,ESFP,7w6
4381,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Ricardo Welkin,ESTP,7w6
4382,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Shaula,ENFP,7w6
4383,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Vincent Vollachia / Vincent Abellux,INTJ,5w6
4384,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Ryuzu Birma,ISTJ,6w5
4385,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Natsuki Kenichi,ESTP,7w8
4386,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Hector,INFP,9w8
4387,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Julius Juukulius,ISTJ,1w9
4388,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Wilhelm van Astrea,ISTJ,6w5
4389,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Aldebaran (Al),ESTP,9w8
4390,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Reid Astrea,ESFP,8w7
4391,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Stride Vollachia,ENTP,3w4
4392,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Sirius,ENFJ,4w3
4393,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Meili Portroute,ENTP,2w3
4394,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Tivey Pearlbaton,ISTJ,5w6
4395,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Hetaro Pearlbaton,ISFP,9w1
4396,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Fortuna,ENFJ,1w2
4397,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Joshua Juukulius,ISTJ,6w5
4398,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Lamia Godwin,ENTP,7w8
4399,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Arakiya,ISTJ,1w2
4400,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Olbart Dunkelkenn,ESTP,7w8
4401,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Chisha Gold,XXXX,XwX
4402,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Natsuki Subaru (Revenge IF),ISTP,6w5
4403,Re:Zero Kara Hajimeru Isekai Seikatsu,Isekai,Emilia (Greed IF),INFJ,6w5
4404,Beastars,Drama,Legoshi,INFP,9w1
4405,Beastars,Drama,Louis,ENTJ,3w4
4406,Beastars,Drama,Haru,ISFP,4w5
4407,Beastars,Drama,Pina,ENTP,7w8
4408,Beastars,Drama,Juno,ENFJ,3w2
4409,Beastars,Drama,Gouhin,ESTJ,8w9
4410,Beastars,Drama,Jack,ESFJ,6w7
4411,Beastars,Drama,Gosha,ISFP,9w8
4412,Beastars,Drama,Melon,ENFP,4w3
4413,Beastars,Drama,Kyuu,ISTP,5w6
4414,Beastars,Drama,Melon's Mother,ENFJ,2w3
4415,Beastars,Drama,Agata,INFP,9w1
4416,Beastars,Drama,Collot,ESFP,7w6
4417,Beastars,Drama,Toki,XXXX,2w1
4418,Beastars,Drama,Riz,INFJ,5w4
4419,Beastars,Drama,Mizuchi,ESTJ,3w2
4420,Beastars,Drama,Yahya,ENTJ,1w2
4421,Beastars,Drama,Ibuki,ISTJ,6w5
4422,Beastars,Drama,Bill,ESTP,8w7
4423,Beastars,Drama,Legom,ISTJ,1w2
4424,Beastars,Drama,Tem,ISFP,6w7
4425,Beastars,Drama,Aoba,ISTJ,1w9
4426,Beastars,Drama,Rokume,INTJ,1w9
4427,Beastars,Drama,Ogma,ISTJ,1w9
4428,Beastars,Drama,Tao,ESFP,6w7
4429,Beastars,Drama,Zaguan,ENFJ,9w1
4430,Beastars,Drama,Leano,ESTP,3w2
4431,Beastars,Drama,Savon,ISTJ,1w9
4432,Beastars,Drama,Voss,INFP,6w7
4433,Beastars,Drama,Zoe,ISFJ,XwX
4434,Beastars,Drama,Miguno,INFP,XwX
4435,Beastars,Drama,Sheila,ESFP,7w6
4436,Beastars,Drama,Gon,ISFJ,9w8
4437,Beastars,Drama,Kabu,ENTP,4w3
4438,Beastars,Drama,Cosmo,ISFP,2w3
4439,Beastars,Drama,Seven,ISFJ,9w1
4440,Beastars,Drama,Free,ESTP,7w8
4441,Beastars,Drama,Dolph,ISTJ,8w9
4442,Beastars,Drama,Azuki,ESTJ,XwX
4443,Beastars,Drama,Durham,ESTP,7w8
4444,Beastars,Drama,Haru's father,ESFJ,2w1
4445,Beastars,Drama,San,ISFP,XwX
4446,Beastars,Drama,Kai,ESFP,7w8
4447,Beastars,Drama,Kibi,ISFP,9w1
4448,Beastars,Drama,Ellen,ISFP,6w7
4449,Beastars,Drama,Els,ISFJ,2w1
4450,Beastars,Drama,Sanu,ENTP,2w3
4451,Beastars,Drama,Ai,INFP,4w5
4452,Beastars,Drama,Ten,ENFJ,3w2
4453,Beastars,Drama,Utsugi,ESFP,3w4
4454,Beastars,Drama,Decico,INTJ,5w6
4455,Beastars,Drama,Dom,ESFJ,7w6
4456,Beastars,Drama,Housemother,ESTJ,1w2
4457,Beastars,Drama,The Mayor,ENFJ,1w2
4458,Beastars,Drama,Chief Lion,ISTJ,XwX
4459,Beastars,Drama,Peach,ISFJ,2w3
4460,Beastars,Drama,Holger,ISFP,XwX
4461,Beastars,Drama,Eado,ISFP,7w6
4462,Beastars,Drama,Ako,ESFP,2w3
4463,Beastars,Drama,Dope,XXXX,XwX
4464,Beastars,Drama,Hino,XXXX,XwX
4465,Beastars,Drama,Melon's Father,ISTJ,XwX
4466,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Kiyotaka Ayanokōji,INTJ,5w6
4467,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Kikyo Kushida,ESFJ,2w3
4468,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Kei Karuizawa,ENFP,6w7
4469,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Suzune Horikita,ISTJ,1w9
4470,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Kakeru Ryuen,ESTP,8w7
4471,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Rokusuke Koenji,ESTP,3w4
4472,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Arisu Sakayanagi,ENTP,3w4
4473,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Honami Ichinose,ENFJ,3w2
4474,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Takuya Yagami,ENFJ,3w2
4475,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Yosuke Hirata,ENFJ,1w2
4476,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Airi Sakura,INFP,6w7
4477,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Mio Ibuki,ISTP,6w5
4478,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Hiyori Shiina,INTP,5w4
4479,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Manabu Horikita,ENTJ,3w4
4480,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Miyabi Nagumo,ENTP,8w7
4481,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Sae Chabashira,ENTJ,1w9
4482,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Ichika Amasawa,ENTP,7w8
4483,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Tsubasa Nanase,ISFJ,6w5
4484,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Kazuomi Housen,ESTP,8w7
4485,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Kyo Ishigami,INTP,5w6
4486,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Shiho Manabe,XXXX,4w3
4487,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Sakurako Tsubaki,INTJ,5w4
4488,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Fuka Kiryuin,ISTP,8w9
4489,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Yuki Himeno,INTP,5w6
4490,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Yuki,ESFJ,2w3
4491,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Ai Morishita,INTP,5w4
4492,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Atsuomi Ayanokōji,ENTJ,1w9
4493,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Ken Sudo,ESFP,8w9
4494,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Chiaki Matsushita,INFJ,9w1
4495,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Tsukishiro,ENTJ,1w2
4496,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Akito Miyake,ISTP,9w8
4497,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Masayoshi Hashimoto,ENTP,7w8
4498,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Masumi Kamuro,ISTP,1w9
4499,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Miki Yamamura,INTP,5w4
4500,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Daichi ishizaki,XXXX,7w8
4501,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Takeko nishino,ISTP,XwX
4502,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Chairman Sakayanagi,XXXX,3w4
4503,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,The White Room,INTJ,3w4
4504,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Kohei Katsuragi,ISTJ,6w5
4505,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Teruhiko Yukimura,ISTJ,1w9
4506,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Haruka Hasebe,INFP,1w9
4507,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Kanji Ike,ESFP,7w6
4508,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Albert Yamada,ISTJ,6w5
4509,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,kaneda satoru,ESFP,XwX
4510,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Ryuji Kanzaki,ISTJ,9w1
4511,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Kazuma Sakagami,ESTJ,8w9
4512,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Chie Hoshinomiya,ESFJ,2w3
4513,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Maya Sato,ESFP,7w6
4514,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Kokoro Inogashira,ISFJ,9w1
4515,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Satsuki Shinohara,ESTJ,6w5
4516,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Chihiro Shiranami,ISFJ,6w7
4517,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Akane Tachibana,ISFJ,6w5
4518,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Yamauchi Haruki,ESFP,5w6
4519,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Riku Utomiya,ISTP,9w8
4520,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Nazuna Asahina,ESFJ,XwX
4521,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Mei-Yu Wang,ISFJ,9w1
4522,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Tomonari Mashima,ISTJ,1w9
4523,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Katsunori Shiba,INTJ,5w6
4524,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Hideo Sotomura,INTP,XwX
4525,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Ryōtarō Hondō,INFJ,9w8
4526,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Ikuto Kiriyama,ISTJ,XwX
4527,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Kayano Onodera,ESFP,7w6
4528,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Tetsuya Hamaguchi,ISTJ,1w2
4529,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Kōji Machida,ESTJ,3w4
4530,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Takurō Morishige,ESTJ,1w2
4531,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Sō Shibata,ESFP,7w6
4532,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Sayo Andō,ESFP,XwX
4533,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Mako Amikura,ESFJ,XwX
4534,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Advanced Nurturing High School,ENTJ,3w4
4535,Youkoso Jitsuryoku Shijou no Kyoushitsu,Psychological,Shiro,INTP,1w9
4536,Wonder Egg Priority,Psychological,Rika Kawai,ESTP,7w8
4537,Wonder Egg Priority,Psychological,Ai Ohto,ISFP,9w8
4538,Wonder Egg Priority,Psychological,Frill,ESFP,2w3
4539,Wonder Egg Priority,Psychological,Momoe Sawaki,INFJ,2w3
4540,Wonder Egg Priority,Psychological,Kotobuki Awano,ENTP,5w4
4541,Wonder Egg Priority,Psychological,Acca,INTJ,1w2
4542,Wonder Egg Priority,Psychological,Neiru Aonuma,INTJ,5w4
4543,Wonder Egg Priority,Psychological,Koito Nagase,ENFJ,2w1
4544,Wonder Egg Priority,Psychological,Kaoru Kurita,ENFP,2w3
4545,Wonder Egg Priority,Psychological,Shuichiro Sawaki,ENFJ,2w3
4546,Wonder Egg Priority,Psychological,Kurumi Saijo,ISTP,8w9
4547,Wonder Egg Priority,Psychological,Airu Aonuma,ISTP,5w4
4548,Wonder Egg Priority,Psychological,Miwa,INFP,9w1
4549,Wonder Egg Priority,Psychological,Ura-Acca,INTP,5w6
4550,Wonder Egg Priority,Psychological,Shino,ISFJ,2w3
4551,Wonder Egg Priority,Psychological,Minami Suzuhara,ISFJ,1w2
4552,Wonder Egg Priority,Psychological,Aoi,ISFP,3w4
4553,Wonder Egg Priority,Psychological,Chiemi,ESFJ,2w3
4554,Wonder Egg Priority,Psychological,Tae Ohto,ESFJ,2w1
4555,Wonder Egg Priority,Psychological,Misaki Tanabe,ISTJ,5w6
4556,Wonder Egg Priority,Psychological,Yae Yoshida,INFP,4w3
4557,Wonder Egg Priority,Psychological,Himari,ENFP,2w1
4558,Wonder Egg Priority,Psychological,Miko,ISFJ,6w5
4559,Wonder Egg Priority,Psychological,Mako,ISFP,2w3
4560,Wonder Egg Priority,Psychological,Haruka,ESFJ,2w3
4561,Wonder Egg Priority,Psychological,Mizuki,ISFJ,6w5
4562,Wonder Egg Priority,Psychological,Ayaka,ESFP,7w6
4563,Wonder Egg Priority,Psychological,Chiaki Kawai,ESFP,7w6
4564,Wonder Egg Priority,Psychological,Azusa Hoshina,ISFJ,6w7
4565,Wonder Egg Priority,Psychological,Kirara Rodriguez Matured XVIII Evening Star SS Plum,INTJ,8w9
4566,Banana Fish,Shoujo,Ash Lynx,ISTP,6w5
4567,Banana Fish,Shoujo,Yut-Lung Lee,INTJ,4w3
4568,Banana Fish,Shoujo,Eiji Okumura,ISFJ,9w1
4569,Banana Fish,Shoujo,Blanca,INFJ,9w1
4570,Banana Fish,Shoujo,Willard Evanstine,ENTJ,1w9
4571,Banana Fish,Shoujo,Shorter Wong,ESFP,7w6
4572,Banana Fish,Shoujo,Lao Yen Tai,ESTJ,6w7
4573,Banana Fish,Shoujo,Charlie Dickinson,ESTJ,1w2
4574,Banana Fish,Shoujo,Eduardo L. Fox,ENTJ,8w7
4575,Banana Fish,Shoujo,Dino Golzine,ENTJ,8w9
4576,Banana Fish,Shoujo,Soo-Ling Sing,ESFP,9w8
4577,Banana Fish,Shoujo,Max Lobo,ESFJ,2w1
4578,Banana Fish,Shoujo,Abraham Dawson,INTP,5w6
4579,Banana Fish,Shoujo,Skip,ENFP,7w8
4580,Banana Fish,Shoujo,Frederick Arthur,ESTP,8w7
4581,Banana Fish,Shoujo,Shunichi Ibe,ISFJ,9w1
4582,Banana Fish,Shoujo,Bones,ESFP,9w1
4583,Banana Fish,Shoujo,Marvin Crosby,ESFP,7w8
4584,Banana Fish,Shoujo,Alexis Dawson,INTP,5w4
4585,Banana Fish,Shoujo,Akira Ibe,ISFP,4w3
4586,Banana Fish,Shoujo,Nadia Wong,ISTJ,5w4
4587,Banana Fish,Shoujo,Griffin Callenreese,INFP,9w1
4588,Banana Fish,Shoujo,Jessica Randy,ESTP,8w7
4589,Banana Fish,Shoujo,Cain,INTP,6w5
4590,Banana Fish,Shoujo,Alex,ISTJ,3w4
4591,Banana Fish,Shoujo,Kong,ISFP,6w7
4592,Banana Fish,Shoujo,Antonio Jenkins,ISTJ,9w8
4593,Banana Fish,Shoujo,Jim Callenreese,ESTJ,9w8
4594,Banana Fish,Shoujo,Dr. Meredith,ISTJ,6w7
4595,Banana Fish,Shoujo,Jennifer,ISFJ,9w1
4596,Banana Fish,Shoujo,Lee Hua Lung,ISFJ,4w5
4597,Banana Fish,Shoujo,Michael,ENFP,6w5
4598,Banana Fish,Shoujo,The Fly,ENTP,6w7
4599,Banana Fish,Shoujo,Banana Fish (Series),ISTP,6w5
4600,Yuukoku no Moriarty,Mystery,William James Moriarty,INTJ,1w2
4601,Yuukoku no Moriarty,Mystery,Sherlock Holmes,ENTP,7w8
4602,Yuukoku no Moriarty,Mystery,Louis James Moriarty,ISTJ,6w5
4603,Yuukoku no Moriarty,Mystery,Billy the kid (Henry Antrim),ENFP,7w8
4604,Yuukoku no Moriarty,Mystery,Fred Porlock,ISFP,6w5
4605,Yuukoku no Moriarty,Mystery,Von Herder,ENTP,7w8
4606,Yuukoku no Moriarty,Mystery,James Bonde,ENTP,2w3
4607,Yuukoku no Moriarty,Mystery,Sebastian Moran,ESTP,7w6
4608,Yuukoku no Moriarty,Mystery,Ms. Hudson,ESFJ,2w1
4609,Yuukoku no Moriarty,Mystery,Albert James Moriarty,INFJ,1w2
4610,Yuukoku no Moriarty,Mystery,Mycroft Holmes,ENTJ,1w9
4611,Yuukoku no Moriarty,Mystery,John H. Watson,ISFJ,9w1
4612,Yuukoku no Moriarty,Mystery,Zach Patterson,ISTJ,6w5
4613,Yuukoku no Moriarty,Mystery,Charles Augustus Milverton,ENTJ,8w7
4614,Yuukoku no Moriarty,Mystery,Adam Whiteley,ENFJ,1w2
